SENTENCE_ID,SENTENCE,NUMBER_WORDS_SENTENCE
4-30,"But,  Poirot...  I  protested. ",4
4-31,"Oh,  my  friend,  have  I  not  said  to  you  all  along  that  I  have  no  proofs. ",16
4-32,"It  is  one  thing  to  know  that  a  man  is  guilty,  it  is  quite  another  matter  to  prove  him  so. ",20
4-33,"And,  in  this  case,  there  is  terribly  little  evidence. ",9
4-34,That  is  the  whole  trouble. ,5
4-35,"I,  Hercule  Poirot,  know,  but  I  lack  the  last  link  in  my  chain. ",13
4-36,And  unless  I  can  find  that  missing  link...  He  shook  his  head  gravely. ,13
4-37,"When  did  you  first  suspect  John  Cavendish?  I  asked,  after  a  minute  or  two. ",14
4-38,Did  you  not  suspect  him  at  all? ,7
4-39,"No,  indeed. ",2
4-40,"Not  after  that  fragment  of  conversation  you  overheard  between  Mr.s.  Cavendish  and  her  mother-in-law,  and  her  subsequent  lack  of  frankness  at  the  inquest? ",23
4-41,No. ,1
4-42,"Did  you  not  put  two  and  two  together,  and  reflect  that  if  it  was  not  Alfred  Inglethorp  who  was  quarrelling  with  his  wife...and  you  remember,  he  strenuously  denied  it  at  the  inquest...it  must  be  either  Lawrence  or  John. ",38
4-43,"Now,  if  it  was  Lawrence,  Mary  Cavendish's  conduct  was  just  as  inexplicable. ",12
4-44,"But  if,  on  the  other  hand,  it  was  John,  the  whole  thing  was  explained  quite  naturally. ",16
4-45,"So,  I  cried,  a  light  breaking  in  upon  me,  it  was  John  who  quarrelled  with  his  mother  that  afternoon? ",19
4-46,Exactly. ,1
4-47,And  you  have  known  this  all  along? ,7
4-48,Certainly. ,1
4-49,Mr.s.  Cavendish's  behaviour  could  only  be  explained  that  way. ,9
4-50,And  yet  you  say  he  may  be  acquitted? ,8
4-51,Poirot  shrugged  his  shoulders. ,4
4-52,Certainly  I  do. ,3
4-53,"At  the  police  court  proceedings,  we  shall  hear  the  case  for  the  prosecution,  but  in  all  probability  his  solicitors  will  advise  him  to  reserve  his  defence. ",26
4-54,That  will  be  sprung  upon  us  at  the  trial. ,9
4-55,"And...ah,  by  the  way,  I  have  a  word  of  caution  to  give  you,  my  friend. ",15
4-56,I  must  not  appear  in  the  case. ,7
4-57,What? ,1
4-58,No. ,1
4-59,"Officially,  I  have  nothing  to  do  with  it. ",8
4-60,"Until  I  have  found  that  last  link  in  my  chain,  I  must  remain  behind  the  scenes. ",16
4-61,"Mr.s.  Cavendish  must  think  I  am  working  for  her  husband,  not  against  him. ",13
4-62,"I  say,  that's  playing  it  a  bit  low  down,  I  protested. ",11
4-63,Not  at  all. ,3
4-64,"We  have  to  deal  with  a  most  clever  and  unscrupulous  man,  and  we  must  use  any  means  in  our  power...otherwise  he  will  slip  through  our  fingers. ",26
4-65,That  is  why  I  have  been  careful  to  remain  in  the  background. ,12
4-66,"All  the  discoveries  have  been  made  by  Japp,  and  Japp  will  take  all  the  credit. ",15
4-67,If  I  am  called  upon  to  give  evidence  at  all ...he  smiled  broadly... it  will  probably  be  as  a  witness  for  the  defence. ,21
4-68,I  could  hardly  believe  my  ears. ,6
4-69,"It  is  quite  en  regle,  continued  Poirot. ",7
4-70,"Strangely  enough,  I  can  give  evidence  that  will  demolish  one  contention  of  the  prosecution. ",14
4-71,Which  one? ,2
4-72,The  one  that  relates  to  the  destruction  of  the  will. ,10
4-73,John  Cavendish  did  not  destroy  that  will. ,7
4-74,Poirot  was  a  true  prophet. ,5
4-75,"I  will  not  go  into  the  details  of  the  police  court  proceedings,  as  it  involves  many  tiresome  repetitions. ",18
4-76,"I  will  merely  state  baldly  that  John  Cavendish  reserved  his  defence,  and  was  duly  committed  for  trial. ",17
4-77,September  found  us  all  in  London. ,6
4-78,"Mary  took  a  house  in  Kensington,  Poirot  being  included  in  the  family  party. ",13
4-79,"I  myself  had  been  given  a  job  at  the  War  Office,  so  was  able  to  see  them  continually. ",18
4-80,"As  the  weeks  went  by,  the  state  of  Poirot's  nerves  grew  worse  and  worse. ",14
4-81,That  'last  link'  he  talked  about  was  still  lacking. ,9
4-82,"Privately,  I  hoped  it  might  remain  so,  for  what  happiness  could  there  be  for  Mary,  if  John  were  not  acquitted? ",20
4-83,"On  September  15th  John  Cavendish  appeared  in  the  dock  at  the  Old  Bailey,  charged  with  The  Wilful  Murder  of  Emily  Agnes  Inglethorp,  and  pleaded  Not  Guilty. ",26
4-84,"Sir  Ernest  Heavywether,  the  famous  K. ",6
4-85,"C., ",1
4-86,had  been  engaged  to  defend  him. ,6
4-87,"Mr.  Philips,  K. ",3
4-88,"C., ",1
4-89,opened  the  case  for  the  Crown. ,6
4-90,"The  murder,  he  said,  was  a  most  premeditated  and  cold-blooded  one. ",11
4-91,It  was  neither  more  nor  less  than  the  deliberate  poisoning  of  a  fond  and  trusting  woman  by  the  stepson  to  whom  she  had  been  more  than  a  mother. ,28
4-92,"Ever  since  his  boyhood,  she  had  supported  him. ",8
4-93,"He  and  his  wife  had  lived  at  Styles  Court  in  every  luxury,  surrounded  by  her  care  and  attention. ",18
4-94,She  had  been  their  kind  and  generous  benefactress. ,8
4-95,"He  proposed  to  call  witnesses  to  show  how  the  prisoner,  a  profligate  and  spendthrift,  had  been  at  the  end  of  his  financial  tether,  and  had  also  been  carrying  on  an  intrigue  with  a  certain  Mr.s.  Raikes,  a  neighbouring  farmer's  wife. ",40
4-96,"This  having  come  to  his  stepmother's  ears,  she  taxed  him  with  it  on  the  afternoon  before  her  death,  and  a  quarrel  ensued,  part  of  which  was  overheard. ",27
4-97,"On  the  previous  day,  the  prisoner  had  purchased  strychnine  at  the  village  chemist's  shop,  wearing  a  disguise  by  means  of  which  he  hoped  to  throw  the  onus  of  the  crime  upon  another  man...to  wit,  Mr.s.  Inglethorp's  husband,  of  whom  he  had  been  bitterly  jealous. ",44
4-98,"Luckily  for  Mr.  Inglethorp,  he  had  been  able  to  produce  an  unimpeachable  alibi. ",13
4-99,"On  the  afternoon  of  July  17th,  continued  Counsel,  immediately  after  the  quarrel  with  her  son,  Mr.s.  Inglethorp  made  a  new  will. ",21
4-100,"This  will  was  found  destroyed  in  the  grate  of  her  bedroom  the  following  morning,  but  evidence  had  come  to  light  which  showed  that  it  had  been  drawn  up  in  favour  of  her  husband. ",33
4-101,"Deceased  had  already  made  a  will  in  his  favour  before  her  marriage,  but...and  Mr.  Philips  wagged  an  expressive  forefinger...the  prisoner  was  not  aware  of  that. ",25
4-102,"What  had  induced  the  deceased  to  make  a  fresh  will,  with  the  old  one  still  extant,  he  could  not  say. ",20
4-103,"She  was  an  old  lady,  and  might  possibly  have  forgotten  the  former  one;  or...this  seemed  to  him  more  likely...she  may  have  had  an  idea  that  it  was  revoked  by  her  marriage,  as  there  had  been  some  conversation  on  the  subject. ",40
4-104,Ladies  were  not  always  very  well  versed  in  legal  knowledge. ,10
4-105,"She  had,  about  a  year  before,  executed  a  will  in  favour  of  the  prisoner. ",14
4-106,He  would  call  evidence  to  show  that  it  was  the  prisoner  who  ultimately  handed  his  stepmother  her  coffee  on  the  fatal  night. ,22
4-107,"Later  in  the  evening,  he  had  sought  admission  to  her  room,  on  which  occasion,  no  doubt,  he  found  an  opportunity  of  destroying  the  will  which,  as  far  as  he  knew,  would  render  the  one  in  his  favour  valid. ",38
4-108,"The  prisoner  had  been  arrested  in  consequence  of  the  discovery,  in  his  room,  by  Detective  Inspector  Japp...a  most  brilliant  officer...of  the  identical  phial  of  strychnine  which  had  been  sold  at  the  village  chemist's  to  the  supposed  Mr.  Inglethorp  on  the  day  before  the  murder. ",44
4-109,It  would  be  for  the  jury  to  decide  whether  or  not  these  damning  facts  constituted  an  overwhelming  proof  of  the  prisoner's  guilt. ,22
4-110,"And,  subtly  implying  that  a  jury  which  did  not  so  decide,  was  quite  unthinkable,  Mr.  Philips  sat  down  and  wiped  his  forehead. ",22
4-111,"The  first  witnesses  for  the  prosecution  were  mostly  those  who  had  been  called  at  the  inquest,  the  medical  evidence  being  again  taken  first. ",23
4-112,"Sir  Ernest  Heavywether,  who  was  famous  all  over  England  for  the  unscrupulous  manner  in  which  he  bullied  witnesses,  only  asked  two  questions. ",22
4-113,"I  take  it,  Dr  Bauerstein,  that  strychnine,  as  a  drug,  acts  quickly? ",12
4-114,Yes. ,1
4-115,And  that  you  are  unable  to  account  for  the  delay  in  this  case? ,13
4-116,Yes. ,1
4-117,Thank  you. ,2
4-118,Mr.  Mace  identified  the  phial  handed  him  by  Counsel  as  that  sold  by  him  to  Mr.  Inglethorp. ,17
4-119,"Pressed,  he  admitted  that  he  only  knew  Mr.  Inglethorp  by  sight. ",11
4-120,He  had  never  spoken  to  him. ,6
4-121,The  witness  was  not  cross-examined. ,5
4-122,"Alfred  Inglethorp  was  called,  and  denied  having  purchased  the  poison. ",10
4-123,He  also  denied  having  quarrelled  with  his  wife. ,8
4-124,Various  witnesses  testified  to  the  accuracy  of  these  statements. ,9
4-125,"The  gardeners'  evidence,  as  to  the  witnessing  of  the  will  was  taken,  and  then  Dorcas  was  called. ",17
4-126,"Dorcas,  faithful  to  her  young  gentlemen,  denied  strenuously  that  it  could  have  been  John's  voice  she  heard,  and  resolutely  declared,  in  the  teeth  of  everything,  that  it  was  Mr.  Inglethorp  who  had  been  in  the  boudoir  with  her  mistress. ",39
4-127,A  rather  wistful  smile  passed  across  the  face  of  the  prisoner  in  the  dock. ,14
4-128,"He  knew  only  too  well  how  useless  her  gallant  defiance  was,  since  it  was  not  the  object  of  the  defence  to  deny  this  point. ",24
4-129,"Mr.s.  Cavendish,  of  course,  could  not  be  called  upon  to  give  evidence  against  her  husband. ",15
4-130,"After  various  questions  on  other  matters,  Mr.  Philips  asked:  In  the  month  of  June  last,  do  you  remember  a  parcel  arriving  for  Mr.  Lawrence  Cavendish  from  Parkson's? ",27
4-131,Dorcas  shook  her  head. ,4
4-132,"I  don't  remember,  sir. ",4
4-133,"It  may  have  done,  but  Mr.  Lawrence  was  away  from  home  part  of  June. ",14
4-134,"In  the  event  of  a  parcel  arriving  for  him  whilst  he  was  away,  what  would  be  done  with  it? ",19
4-135,It  would  either  be  put  in  his  room  or  sent  on  after  him. ,13
4-136,By  you? ,2
4-137,"No,  sir,  I  should  leave  it  on  the  hall  table. ",10
4-138,It  would  be  Miss  Howard  who  would  attend  to  anything  like  that. ,12
4-139,"Evelyn  Howard  was  called  and,  after  being  examined  on  other  points,  was  questioned  as  to  the  parcel. ",17
4-140,Don't  remember. ,2
4-141,Lots  of  parcels  come. ,4
4-142,Can't  remember  one  special  one. ,5
4-143,"You  do  not  know  if  it  was  sent  after  Mr.  Lawrence  Cavendish  to  Wales,  or  whether  it  was  put  in  his  room? ",22
4-144,Don't  think  it  was  sent  after  him. ,7
4-145,Should  have  remembered  it  if  it  was. ,7
4-146,"Supposing  a  parcel  arrived  addressed  to  Mr.  Lawrence  Cavendish,  and  afterwards  it  disappeared,  should  you  remark  its  absence? ",18
4-147,"No,  don't  think  so. ",4
4-148,I  should  think  some  one  had  taken  charge  of  it. ,10
4-149,"I  believe,  Miss  Howard,  that  it  was  you  who  found  this  sheet  of  brown  paper? ",15
4-150,He  held  up  the  same  dusty  piece  which  Poirot  and  I  had  examined  in  the  morning-room  at  Styles. ,18
4-151,"Yes,  I  did. ",3
4-152,How  did  you  come  to  look  for  it? ,8
4-153,The  Belgian  detective  who  was  employed  on  the  case  asked  me  to  search  for  it. ,15
4-154,Where  did  you  eventually  discover  it? ,6
4-155,On  the  top  of...of...a  wardrobe. ,5
4-156,On  top  of  the  prisoner's  wardrobe? ,6
4-157,I...I  believe  so. ,3
4-158,Did  you  not  find  it  yourself? ,6
4-159,Yes. ,1
4-160,Then  you  must  know  where  you  found  it? ,8
4-161,"Yes,  it  was  on  the  prisoner's  wardrobe. ",7
4-162,That  is  better. ,3
4-163,"An  assistant  from  Parkson's,  Theatrical  Costumiers,  testified  that  on  June  29th,  they  had  supplied  a  black  beard  to  Mr.  L. ",20
4-164,"Cavendish,  as  requested. ",3
4-165,"It  was  ordered  by  letter,  and  a  postal  order  was  enclosed. ",11
4-166,"No,  they  had  not  kept  the  letter. ",7
4-167,All  transactions  were  entered  in  their  books. ,7
4-168,"They  had  sent  the  beard,  as  directed,  to  'L. ",9
4-169,"Cavendish,  Esq., ",2
4-170,Styles  Court.' ,2
4-171,Sir  Ernest  Heavywether  rose  ponderously. ,5
4-172,Where  was  the  letter  written  from? ,6
4-173,From  Styles  Court. ,3
4-174,The  same  address  to  which  you  sent  the  parcel? ,9
4-175,Yes. ,1
4-176,And  the  letter  came  from  there? ,6
4-177,Yes. ,1
4-178,"Like  a  beast  of  prey,  Heavywether  fell  upon  him:  How  do  you  know? ",13
4-179,I...I  don't  understand. ,3
4-180,How  do  you  know  that  letter  came  from  Styles? ,9
4-181,Did  you  notice  the  postmark? ,5
4-182,"No...but...  Ah,  you  did  not  notice  the  postmark! ",8
4-183,And  yet  you  affirm  so  confidently  that  it  came  from  Styles. ,11
4-184,"It  might,  in  fact,  have  been  any  postmark? ",8
4-185,Y...es. ,1
4-186,"In  fact,  the  letter,  though  written  on  stamped  notepaper,  might  have  been  posted  from  anywhere? ",15
4-187,"From  Wales,  for  instance? ",4
4-188,"The  witness  admitted  that  such  might  be  the  case,  and  Sir  Ernest  signified  that  he  was  satisfied. ",17
4-189,"Elizabeth  Wells,  second  housemaid  at  Styles,  stated  that  after  she  had  gone  to  bed  she  remembered  that  she  had  bolted  the  front  door,  instead  of  leaving  it  on  the  latch  as  Mr.  Inglethorp  had  requested. ",35
4-190,She  had  accordingly  gone  downstairs  again  to  rectify  her  error. ,10
4-191,"Hearing  a  slight  noise  in  the  West  wing,  she  had  peeped  along  the  passage,  and  had  seen  Mr.  John  Cavendish  knocking  at  Mr.s.  Inglethorp's  door. ",25
4-192,"Sir  Ernest  Heavywether  made  short  work  of  her,  and  under  his  unmerciful  bullying  she  contradicted  herself  hopelessly,  and  Sir  Ernest  sat  down  again  with  a  satisfied  smile  on  his  face. ",30
4-193,"With  the  evidence  of  Annie,  as  to  the  candle  grease  on  the  floor,  and  as  to  seeing  the  prisoner  take  the  coffee  into  the  boudoir,  the  proceedings  were  adjourned  until  the  following  day. ",33
4-194,"As  we  went  home,  Mary  Cavendish  spoke  bitterly  against  the  prosecuting  counsel. ",12
4-195,That  hateful  man! ,3
4-196,What  a  net  he  has  drawn  around  my  poor  John! ,10
4-197,How  he  twisted  every  little  fact  until  he  made  it  seem  what  it  wasn't! ,14
4-198,"Well,  I  said  consolingly,  it  will  be  the  other  way  about  tomorrow. ",12
4-199,"Yes,  she  said  meditatively;  then  suddenly  dropped  her  voice. ",9
4-200,"Mr.  Hastings,  you  do  not  think...surely  think...surely  it  could  not  have  been  Lawrence...Oh,  no,  that  could  not  be! ",18
4-201,"But  I  myself  was  puzzled,  and  as  soon  as  I  was  alone  with  Poirot  I  asked  him  what  he  thought  Sir  Ernest  was  driving  at. ",25
4-202,Ah!  said  Poirot  appreciatively. ,4
4-203,"He  is  a  clever  man,  that  Sir  Ernest. ",8
4-204,Do  you  think  he  believes  Lawrence  guilty? ,7
4-205,I  do  not  think  he  believes  or  cares  anything! ,9
4-206,"No,  what  he  is  trying  for  is  to  create  such  confusion  in  the  minds  of  the  jury  that  they  are  divided  in  their  opinion  as  to  which  brother  did  it. ",30
4-207,He  is  endeavouring  to  make  out  that  there  is  quite  as  much  evidence  against  Lawrence  as  against  John...and  I  am  not  at  all  sure  that  he  will  not  succeed. ,29
4-208,"Detective-inspector  Detective-inspector  Japp  was  the  first  witness  called  when  the  trial  was  reopened,  and  gave  his  evidence  succinctly  and  briefly. ",20
4-209,"After  relating  the  earlier  events,  he  proceeded:  Acting  on  information  received,  Superintendent  Summerhaye  and  myself  searched  the  prisoner's  room,  during  his  temporary  absence  from  the  house. ",26
4-210,"In  his  chest  of  drawers,  hidden  beneath  some  underclothing,  we  found:  first,  a  pair  of  gold-rimmed  pince-nez  similar  to  those  worn  by  Mr.  Inglethorp,  these  were  exhibited,  secondly,  this  phial. ",30
4-211,"The  phial  was  that  already  recognized  by  the  chemist's  assistant,  a  tiny  bottle  of  blue  glass,  containing  a  few  grains  of  a  white  crystalline  powder,  and  labelled:  Strychnine  Hydrochloride. ",29
4-212,POISON. ,1
4-213,"A  fresh  piece  of  evidence  discovered  by  the  detectives  since  the  police  court  proceedings  was  a  long,  almost  new  piece  of  blotting-paper. ",22
4-214,"It  had  been  found  in  Mr.s.  Inglethorp's  cheque  book,  and  on  being  reversed  at  a  mirror,  showed  clearly  the  words:  . ",20
4-215,. ,0
4-216,. ,0
4-217,erything  of  which  I  die  possessed  I  leave  to  my  beloved  husband  Alfred  Ing... ,14
4-218,This placed  beyond  question  the  fact  that  the  destroyed  will  had  been  in  favour  of  the  deceased  lady's  husband. ,19
4-219,"Japp  then  produced  the  charred  fragment  of  paper  recovered  from  the  grate,  and  this,  with  the  discovery  of  the  beard  in  the  attic,  completed  his  evidence. ",26
4-220,But  Sir  Ernest's  cross-examination  was  yet  to  come. ,8
4-221,What  day  was  it  when  you  searched  the  prisoner's  room? ,10
4-222,"Tuesday,  the  24th  of  July. ",5
4-223,Exactly  a  week  after  the  tragedy? ,6
4-224,Yes. ,1
4-225,"You  found  these  two  objects,  you  say,  in  the  chest  of  drawers. ",12
4-226,Was  the  drawer  unlocked? ,4
4-227,Yes. ,1
4-228,Does  it  not  strike  you  as  unlikely  that  a  man  who  had  committed  a  crime  should  keep  the  evidence  of  it  in  an  unlocked  drawer  for  anyone  to  find? ,29
4-229,He  might  have  stowed  them  there  in  a  hurry. ,9
4-230,But  you  have  just  said  it  was  a  whole  week  since  the  crime. ,13
4-231,He  would  have  had  ample  time  to  remove  them  and  destroy  them. ,12
4-232,Perhaps. ,1
4-233,There  is  no  perhaps  about  it. ,6
4-234,"Would  he,  or  would  he  not  have  had  plenty  of  time  to  remove  and  destroy  them? ",16
4-235,Yes. ,1
4-236,Was  the  pile  of  underclothes  under  which  the  things  were  hidden  heavy  or  light? ,14
4-237,Heavyish. ,1
4-238,"In  other  words,  it  was  winter  underclothing. ",7
4-239,"Obviously,  the  prisoner  would  not  be  likely  to  go  to  that  drawer? ",12
4-240,Perhaps  not. ,2
4-241,Kindly  answer  my  question. ,4
4-242,"Would  the  prisoner,  in  the  hottest  week  of  a  hot  summer,  be  likely  to  go  to  a  drawer  containing  winter  underclothing. ",21
4-243,"Yes,  or  no? ",3
4-244,No. ,1
4-245,"In  that  case,  is  it  not  possible  that  the  articles  in  question  might  have  been  put  there  by  a  third  person,  and  that  the  prisoner  was  quite  unaware  of  their  presence? ",31
4-246,I  should  not  think  it  likely. ,6
4-247,But  it  is  possible? ,4
4-248,Yes. ,1
4-249,That  is  all. ,3
4-250,More  evidence  followed. ,3
4-251,Evidence  as  to  the  financial  difficulties  in  which  the  prisoner  had  found  himself  at  the  end  of  July. ,18
4-252,"Evidence  as  to  his  intrigue  with  Mr.s.  Raikes...poor  Mary,  that  must  have  been  bitter  hearing  for  a  woman  of  her  pride. ",21
4-253,"Evelyn  Howard  had  been  right  in  her  facts,  though  her  animosity  against  Alfred  Inglethorp  had  caused  her  to  jump  to  the  conclusion  that  he  was  the  person  concerned. ",28
4-254,Lawrence  Cavendish  was  then  put  into  the  box. ,8
4-255,"In  a  low  voice,  in  answer  to  Mr.  Philips'  questions,  he  denied  having  ordered  anything  from  Parkson's  in  June. ",19
4-256,"In  fact,  on  June  29th,  he  had  been  staying  away,  in  Wales. ",12
4-257,"Instantly,  Sir  Ernest's  chin  was  shooting  pugnaciously  forward. ",8
4-258,You  deny  having  ordered  a  black  beard  from  Parkson's  on  June  29th? ,12
4-259,I  do. ,2
4-260,Ah! ,1
4-261,"In  the  event  of  anything  happening  to  your  brother,  who  will  inherit  Styles  Court? ",14
4-262,The  brutality  of  the  question  called  a  flush  to  Lawrence's  pale  face. ,12
4-263,"The  judge  gave  vent  to  a  faint  murmur  of  disapprobation,  and  the  prisoner  in  the  dock  leant  forward  angrily. ",19
4-264,Heavywether  cared  nothing  for  his  client's  anger. ,7
4-265,"Answer  my  question,  if  you  please. ",6
4-266,"I  suppose,  said  Lawrence  quietly,  that  I  should. ",8
4-267,What  do  you  mean  by  you  'suppose'? ,7
4-268,Your  brother  has  no  children. ,5
4-269,"You  would  inherit  it,  wouldn't  you? ",6
4-270,Yes. ,1
4-271,"Ah,  that's  better,  said  Heavywether,  with  ferocious  geniality. ",8
4-272,"And  you'd  inherit  a  good  slice  of  money  too,  wouldn't  you? ",11
4-273,"Really,  Sir  Ernest,  protested  the  judge,  these  questions  are  not  relevant. ",11
4-274,"Sir  Ernest  bowed,  and  having  shot  his  arrow  proceeded. ",9
4-275,"On  Tuesday,  the  17th  July,  you  went,  I  believe,  with  another  guest,  to  visit  the  dispensary  at  the  Red  Cross  Hospital  in  Tadminster? ",23
4-276,Yes. ,1
4-277,"Did  you,  while  you  happened  to  be  alone  for  a  few  seconds,  unlock  the  poison  cupboard,  and  examine  some  of  the  bottles? ",22
4-278,I...I...may  have  done  so. ,4
4-279,I  put  it  to  you  that  you  did  do  so? ,10
4-280,Yes. ,1
4-281,Sir  Ernest  fairly  shot  the  next  question  at  him. ,9
4-282,Did  you  examine  one  bottle  in  particular? ,7
4-283,"No,  I  do  not  think  so. ",6
4-284,"Be  careful,  Mr.  Cavendish. ",4
4-285,I  am  referring  to  a  little  bottle  of  Hydro-chloride  Hydro-chloride  of  Strychnine. ,12
4-286,Lawrence  was  turning  a  sickly  greenish  colour. ,7
4-287,N...o...I  N...o...I  am  sure  I  didn't. ,6
4-288,Then  how  do  you  account  for  the  fact  that  you  left  the  unmistakable  impress  of  your  finger-prints  on  it? ,19
4-289,The  bullying  manner  was  highly  efficacious  with  a  nervous  disposition. ,10
4-290,I...I  suppose  I  must  have  taken  up  the  bottle. ,9
4-291,I  suppose  so  too! ,4
4-292,Did  you  abstract  any  of  the  contents  of  the  bottle? ,10
4-293,Certainly  not. ,2
4-294,Then  why  did  you  take  it  up? ,7
4-295,I  once  studied  to  be  a  doctor. ,7
4-296,Such  things  naturally  interest  me. ,5
4-297,Ah! ,1
4-298,"So  poisons  'naturally  interest'  you,  do  they? ",7
4-299,"Still,  you  waited  to  be  alone  before  gratifying  that  'interest'  of  yours? ",12
4-300,That  was  pure  chance. ,4
4-301,"If  the  others  had  been  there,  I  should  have  done  just  the  same. ",13
4-302,"Still,  as  it  happens,  the  others  were  not  there? ",9
4-303,"No,  but...... ",2
4-304,"In fact,  during  the  whole  afternoon,  you  were  only  alone  for  a  couple  of  minutes,  and  it  happened...I  say,  it  happened...to  be  during  those  two  minutes  that  you  displayed  your  'natural  interest'  in  Hydro-chloride  of  Strychnine? ",36
4-305,Lawrence  stammered  pitiably. ,3
4-306,I...I...... ,1
4-307,"With a  satisfied  and  expressive  countenance,  Sir  Ernest  observed:  I  have  nothing  more  to  ask  you,  Mr.  Cavendish. ",18
4-308,This  bit  of  cross-examination  cross-examination  had  caused  great  excitement  in  court. ,11
4-309,"The  heads  of  the  many  fashionably  attired  women  present  were  busily  laid  together,  and  their  whispers  became  so  loud  that  the  judge  angrily  threatened  to  have  the  court  cleared  if  there  was  not  immediate  silence. ",35
4-310,There  was  little  more  evidence. ,5
4-311,The  hand-writing  experts  were  called  upon  for  their  opinion  of  the  signature  of  'Alfred  Inglethorp'  in  the  chemist's  poison  register. ,20
4-312,"They  all  declared  unanimously  that  it  was  certainly  not  his  hand-writing,  and  gave  it  as  their  view  that  it  might  be  that  of  the  prisoner  disguised. ",26
4-313,"Cross-examined,  they  admitted  that  it  might  be  the  prisoner's  hand-writing  cleverly  counterfeited. ",12
4-314,"Sir  Ernest  Heavywether's  speech  in  opening  the  case  for  the  defence  was  not  a  long  one,  but  it  was  backed  by  the  full  force  of  his  emphatic  manner. ",28
4-315,"Never,  he  said,  in  the  course  of  his  long  experience,  had  he  known  a  charge  of  murder  rest  on  slighter  evidence. ",21
4-316,"Not  only  was  it  entirely  circumstantial,  but  the  greater  part  of  it  was  practically  unproved. ",15
4-317,Let  them  take  the  testimony  they  had  heard  and  sift  it  impartially. ,12
4-318,The  strychnine  had  been  found  in  a  drawer  in  the  prisoner's  room. ,12
4-319,"That  drawer  was  an  unlocked  one,  as  he  had  pointed  out,  and  he  submitted  that  there  was  no  evidence  to  prove  that  it  was  the  prisoner  who  had  concealed  the  poison  there. ",32
4-320,"It  was,  in  fact,  a  wicked  and  malicious  attempt  on  the  part  of  some  third  person  to  fix  the  crime  on  the  prisoner. ",23
4-321,The  prosecution  had  been  unable  to  produce  a  shred  of  evidence  in  support  of  their  contention  that  it  was  the  prisoner  who  ordered  the  black  beard  from  Parkson's. ,28
4-322,"The  quarrel  which  had  taken  place  between  prisoner  and  his  stepmother  was  freely  admitted,  but  both  it  and  his  financial  embarrassments  had  been  grossly  exaggerated. ",25
4-323,"His  learned  friend,  Sir  Ernest  nodded  carelessly  at  Mr.  Philips,  had  stated  that  if  the  prisoner  were  an  innocent  man,  he  would  have  come  forward  at  the  inquest  to  explain  that  it  was  he,  and  not  Mr.  Inglethorp,  who  had  been  the  participator  in  the  quarrel. ",46
4-324,He  thought  the  facts  had  been  misrepresented. ,7
4-325,What  had  actually  occurred  was  this. ,6
4-326,"The  prisoner,  returning  to  the  house  on  Tuesday  evening,  had  been  authoritatively  told  that  there  had  been  a  violent  quarrel  between  Mr.  and  Mr.s.  Inglethorp. ",25
4-327,No  suspicion  had  entered  the  prisoner's  head  that  anyone  could  possibly  have  mistaken  his  voice  for  that  of  Mr.  Inglethorp. ,20
4-328,He  naturally  concluded  that  his  stepmother  had  had  two  quarrels. ,10
4-329,"The  prosecution  averred  that  on  Monday,  July  16th,  the  prisoner  had  entered  the  chemist's  shop  in  the  village,  disguised  as  Mr.  Inglethorp. ",22
4-330,"The  prisoner,  on  the  contrary,  was  at  that  time  at  a  lonely  spot  called  Marston's  Spinney,  where  he  had  been  summoned  by  an  anonymous  note,  couched  in  blackmailing  terms,  and  threatening  to  reveal  certain  matters  to  his  wife  unless  he  complied  with  its  demands ",44
4-331,"The prisoner  had,  accordingly,  gone  to  the  appointed  spot,  and  after  waiting  there  vainly  for  half  an  hour  had  returned  home. ",21
4-332,"Unfortunately,  he  had  met  with  no  one  on  the  way  there  or  back  who  could  vouch  for  the  truth  of  his  story,  but  luckily  he  had  kept  the  note,  and  it  would  be  produced  as  evidence. ",36
4-333,"As  for  the  statement  relating  to  the  destruction  of  the  will,  the  prisoner  had  formerly  practiced  at  the  Bar,  and  was  perfectly  well  aware  that  the  will  made  in  his  favour  a  year  before  was  automatically  revoked  by  his  stepmother's  remarriage. ",41
4-334,"He  would  call  evidence  to  show  who  did  destroy  the  will,  and  it  was  possible  that  that  might  open  up  quite  a  new  view  of  the  case. ",27
4-335,"Finally,  he  would  point  out  to  the  jury  that  there  was  evidence  against  other  people  besides  John  Cavendish. ",18
4-336,"He  would  direct  their  attention  to  the  fact  that  the  evidence  against  Mr.  Lawrence  Cavendish  was  quite  as  strong,  if  not  stronger  than  that  against  his  brother. ",27
4-337,He  would  now  call  the  prisoner. ,6
4-338,John  acquitted  himself  well  in  the  witness-box. ,7
4-339,"Under  Sir  Ernest's  skilful  handling,  he  told  his  tale  credibly  and  well. ",12
4-340,"The  anonymous  note  received  by  him  was  produced,  and  handed  to  the  jury  to  examine. ",15
4-341,"The  readiness  with  which  he  admitted  his  financial  difficulties,  and  the  disagreement  with  his  stepmother,  lent  value  to  his  denials. ",20
4-342,"At  the  close  of  his  examination,  he  paused,  and  said:  I  should  like  to  make  one  thing  clear. ",18
4-343,I  utterly  reject  and  disapprove  of  Sir  Ernest  Heavywether's  insinuations  against  my  brother. ,13
4-344,"My  brother,  I  am  convinced,  had  no  more  to  do  with  the  crime  than  I  have. ",16
